Track name,Artist name,Album,Playlist name,Type,ISRC,Spotify - id,YouTube URL
MALA (feat. Anuel AA),6ix9ine,DUMMY BOY (Revised),🫶🏻,Playlist,QMEU31821953,5tYCl2bT9bDjMuTyn6OVb0,https://www.youtube.com/watch?v=mOvSub-yTRI
THATS WHAT I WANT,Lil Nas X,MONTERO,🫶🏻,Playlist,USSM12105732,0e8nrvls4Qqv5Rfa2UhqmO,https://www.youtube.com/watch?v=QDYDRA5JPLE
Blinding Lights,The Weeknd,After Hours,🫶🏻,Playlist,USUG11904206,0VjIjW4GlUZAMYd2vXMi3b,https://www.youtube.com/watch?v=fHI8X4OXluQ
Softcore,The Neighbourhood,Hard To Imagine The Neighbourhood Ever Changing,🫶🏻,Playlist,USSM11800523,2K7xn816oNHJZ0aVqdQsha,https://www.youtube.com/watch?v=ggG9ySCChYw
Gata Only,FloyyMenor,Gata Only,🫶🏻,Playlist,QZL382406049,6XjDF6nds4DE2BBbagZol6,https://www.youtube.com/watch?v=_VZR-47lKnw
Light It Up,Robin Hustin,Light It Up,🫶🏻,Playlist,GB2LD1800642,6ibayfvVOby1NSKJFohtZp,https://www.youtube.com/watch?v=bdE_SyHad90
Right Now (Na Na Na) - Sped Up,Akon,Right Now (Na Na Na) [Sped Up],🫶🏻,Playlist,USUM72311835,6xNNG4y7YJyb11AvsOELba,https://www.youtube.com/watch?v=ARHNLaYUChE
"Alone, Pt. II",Alan Walker,World Of Walker,🫶🏻,Playlist,NOG841907010,28VbwtsYnj85UEODGpQRem,https://www.youtube.com/watch?v=HhjHYkPQ8F0
The Nights,Avicii,The Days / Nights,🫶🏻,Playlist,CH3131340464,0ct6r3EGTcMLPtrXHDvVjc,https://www.youtube.com/watch?v=XmIgg9De9hY
Die With A Smile,Lady Gaga,Die With A Smile,🫶🏻,Playlist,USUM72409273,2plbrEY59IikOBgBGLjaoe,https://www.youtube.com/watch?v=PfH7jq_uSCM
One Of The Girls - Sped Up,The Weeknd,One of the Girls,🫶🏻,Playlist,USUG12309958,4WfGDkm99oLJSAtELYZYEd,https://www.youtube.com/watch?v=O5u4imeFtgk
Diet Mountain Dew,Lana Del Rey,Born To Die - The Paradise Edition,🫶🏻,Playlist,GBUM71111528,2vtmY2mSccRzKGjtcHSzI3,https://www.youtube.com/watch?v=sEetXo3R-aM
Young And Beautiful,Lana Del Rey,Young And Beautiful,🫶🏻,Playlist,GBUM71301823,2nMeu6UenVvwUktBCpLMK9,https://www.youtube.com/watch?v=Te11UaHOHMQ
Timeless (feat. Playboi Carti),The Weeknd,Timeless,🫶🏻,Playlist,USUG12406536,1Es7AUAhQvapIcoh3qMKDL,https://www.youtube.com/watch?v=mX19AV35PhI
Die For You,The Weeknd,Starboy,🫶🏻,Playlist,USUG11601011,2Ch7LmS7r2Gy2kc64wv3Bz,https://www.youtube.com/watch?v=2AH5l-vrY9Q
After Hours,The Weeknd,After Hours,🫶🏻,Playlist,USUG12000586,2p8IUWQDrpjuFltbdgLOag,https://www.youtube.com/watch?v=ygTZZpVkmKg
I Think They Call This Love - Cover,Matthew Ifield,I’ll Be Home For Christmas / I Think They Call This Love (Cover),🫶🏻,Playlist,AUUM72400359,14mT8BCOXiUUcGlb7KujkT,https://www.youtube.com/watch?v=CnEqrgMlWLQ
Cry For Me,The Weeknd,Hurry Up Tomorrow,🫶🏻,Playlist,USUG12501129,3AWDeHLc88XogCaCnZQLVI,https://www.youtube.com/watch?v=ljxYE-aJD3A
São Paulo (feat. Anitta),The Weeknd,Hurry Up Tomorrow,🫶🏻,Playlist,USUG12405846,7DY756WOLyOz2Xnhw4EFiC,https://www.youtube.com/watch?v=AQ5NlI-SJR0
Open Hearts,The Weeknd,Hurry Up Tomorrow,🫶🏻,Playlist,USUG12501133,0sTBOp1hdayTjw6UOyPyi6,https://www.youtube.com/watch?v=ll6sBa3Dafs
Troublemaker,Akon,Freedom,🫶🏻,Playlist,USUM70845756,7FOXrArO9CU6xVZotChlD8,https://www.youtube.com/watch?v=sTuMtyFWF1E
Angel Numbers / Ten Toes,Chris Brown,11:11,🫶🏻,Playlist,USRC12302900,3XqM8hLCEYlbnFjoWwqtFv,https://www.youtube.com/watch?v=AbUSzpNN3oE
Mortals,Warriyo,Mortals,🫶🏻,Playlist,GB2LD0902603,11uvudmvZBzG2ztQsOB5sF,https://www.youtube.com/watch?v=zFXl1sjTdms
Malang Sajna,Sachet Tandon,Malang Sajna,😍,Playlist,INS182203702,73K33p4Vyz9koXGqmL5eFs,https://www.youtube.com/watch?v=UbMgcdmYC70
AP DHILLON MASHUP 2023,Lo-fi 2307,AP DHILLON MASHUP 2023,😍,Playlist,DEP551962540,5lZ5sTKcJhhLA9IULkkaTP,https://www.youtube.com/watch?v=PwJgRgcKiec
Pehla Pyaar,Armaan Malik,Kabir Singh,😍,Playlist,INS181903750,0ojpEubhy4JNeVftmVuiN7,https://www.youtube.com/watch?v=7L7GLWXF_-Y
Shayad,Pritam,Love Aaj Kal (Original Motion Picture Soundtrack),😍,Playlist,INS172000162,1smFN2CLqGROu0J0UyvDfL,https://www.youtube.com/watch?v=9-LH8ABADdo
"Humraah (From ""Malang - Unleash The Madness"")",Sachet Tandon,"Humraah (From ""Malang - Unleash The Madness"")",😍,Playlist,INS182000196,4xmkpE1Si5JL7NFxWrhV0S,https://www.youtube.com/watch?v=hJBHSmyqv0Y
Buddhu Sa Mann,Amaal Mallik,Kapoor & Sons (Since 1921) (Original Motion Picture Soundtrack),😍,Playlist,INS171600299,1dxbiVeiV7nQ2V9qXnhJiB,https://www.youtube.com/watch?v=SEddcMpffXg
"Saiyaara (From ""Saiyaara"")",Tanishk Bagchi,"Saiyaara (From ""Saiyaara"")",😍,Playlist,INY092500014,1D35BJlymlh6OLD75WupSF,https://www.youtube.com/watch?v=8PbIHTX8QZE
Sajde,Faheem Abdullah,Lost;Found,😍,Playlist,FRX762437052,4BGfzLrK6lgvKDjKSU7wrN,https://www.youtube.com/watch?v=W5IGWSnrc2A
Ek Din Teri Raahon,Javed Ali,Naqaab (Original Motion Picture Soundtrack),😍,Playlist,INT100700189,6UEhNvccAc4OyEDJYB5brb,https://www.youtube.com/watch?v=HgLR1jfpECQ
Labon Ko,Pritam,Bhool Bhulaiyaa,😍,Playlist,INS180705571,5WncH5iZ5GFlnXm7jKEXVP,https://www.youtube.com/watch?v=-FP2Cmc7zj4
Zara Sa,Pritam,Jannat (Original Motion Picture Soundtrack),😍,Playlist,INS170800033,18YHbIhrleUkKKj2DvEp79,https://www.youtube.com/watch?v=-8C_2BBVWk8
Tum Se Hi,Pritam,Jab We Met,😍,Playlist,INS180705982,7eQl3Yqv35ioqUfveKHitE,https://www.youtube.com/watch?v=Cb6wuzOurPc
Khuda Jaane,Vishal-Shekhar,Bachna Ae Haseeno,😍,Playlist,INY090800026,0gPgdRfB4jdGrlyXS0Vx78,https://www.youtube.com/watch?v=5e25BAAjoY4
Kya Mujhe Pyar Hai,Pritam,Woh Lamhe,😍,Playlist,INS180602902,3HFjh7QljnUCBLsoTwMuTj,https://www.youtube.com/watch?v=ezkUR5RojX4
Dil Ibaadat,Pritam,Tum Mile (Original Motion Picture Soundtrack),😍,Playlist,INS170900405,3Kl8p2PxVf8eAayLwTxOIm,https://www.youtube.com/watch?v=fKIJhHUW-G0
"Phir Se (From ""Dhurandhar The Revenge"")",Shashwat Sachdev,"Phir Se (From ""Dhurandhar The Revenge"")",😍,Playlist,INS182601367,1i6Uk2tHzDbWgxhlEayzYb,https://www.youtube.com/watch?v=r8O3URprq1M
"Gehra Hua (From ""Dhurandhar"")",Shashwat Sachdev,"Gehra Hua (From ""Dhurandhar"")",😍,Playlist,INH102506955,0Y6YW1552df031DjV8qBHv,https://www.youtube.com/watch?v=0KYJPoGJcMc
"Sitaare (From ""Ikkis"")",Arijit Singh,"Sitaare (From ""Ikkis"")",😍,Playlist,INS172515504,6WlARP6h4CDVOcY386wW0W,https://www.youtube.com/watch?v=d07qyu6F2qY
Ishqa Ve,Zeeshan Ali,Ishqa Ve,😍,Playlist,FRX872514264,0febwTwLDSZzrt46i1RBF5,https://www.youtube.com/watch?v=fNoV67js4_8
Majboor,Sheheryar Rehan,Majboor,😍,Playlist,US38Y2575504,0lp3WWhjxFVUht81AQmWX8,https://www.youtube.com/watch?v=zaFGQEIcetM
"O Maahi (From ""Dunki"")",Pritam,"O Maahi (From ""Dunki"")",😍,Playlist,INS182303559,0qQ4IdhjzNr0gJhdMTf2n3,https://www.youtube.com/watch?v=Etkd-07gnxM
"Satranga (From ""ANIMAL"")",Arijit Singh,"Satranga (From ""ANIMAL"")",😍,Playlist,INS182303075,3yHyiUDJdz02FZ6jfUbsmY,https://www.youtube.com/watch?v=w_eEnbApH0A
Arz Kiya Hai | Coke Studio Bharat,Anuv Jain,Arz Kiya Hai | Coke Studio Bharat,😍,Playlist,INUM72500914,1bMkimTb47umgNP6xCi4A1,https://www.youtube.com/watch?v=jKqCewZvECA
Safar,Bayaan,Safar,😍,Playlist,AEA182400124,0q4442eIt44kTWEhkoTlh8,https://www.youtube.com/watch?v=BJIoevEkiQg
Fight Back,NEFFEX,Fight Back: The Collection,Nonstop❤️‍🔥❤️‍🔥,Playlist,TCADI1704435,6KigD0mlF4VGDYiSEzAyYw,https://www.youtube.com/watch?v=CYDP_8UTAus
On My Way,Alan Walker,On My Way,Nonstop❤️‍🔥❤️‍🔥,Playlist,NOG841901010,4n7jnSxVLd8QioibtTDBDq,https://www.youtube.com/watch?v=dhYOPzcsbGM
METAMORPHOSIS,INTERWORLD,METAMORPHOSIS,Nonstop❤️‍🔥❤️‍🔥,Playlist,QZS642102633,2ksyzVfU0WJoBpu8otr4pz,https://www.youtube.com/watch?v=317RHaFF7Xk
After Dark,Mr.Kitty,Time,Nonstop❤️‍🔥❤️‍🔥,Playlist,USY251660155,2LKOHdMsL0K9KwcPRlJK2v,https://www.youtube.com/watch?v=sVx1mJDeUjY
I'm Good (Blue),David Guetta,I'm Good (Blue),Nonstop❤️‍🔥❤️‍🔥,Playlist,UKWLG2200055,4uUG5RXrOk84mYEfFvj3cK,https://www.youtube.com/watch?v=NN1f066QTMU
Close Eyes - Slowed + Reverb,DVRST,Close Eyes (Slowed + Reverb),Nonstop❤️‍🔥❤️‍🔥,Playlist,QMFME2128103,5RE3w3M9g5vsotdIVtLONq,https://www.youtube.com/watch?v=S8-z26rBPLw
Drive Forever,T3NZU,Drive Forever,Nonstop❤️‍🔥❤️‍🔥,Playlist,USL4R2157359,6Ede2Ta7dVhcV7QYQ3OH6N,https://www.youtube.com/watch?v=6RMTt-LakoI
Starboy,The Weeknd,Starboy,Nonstop❤️‍🔥❤️‍🔥,Playlist,USUG11600976,7MXVkk9YMctZqd1Srtv4MB,https://www.youtube.com/watch?v=Rif-RTvmmss
MIDDLE OF THE NIGHT,Elley Duhé,MIDDLE OF THE NIGHT,Nonstop❤️‍🔥❤️‍🔥,Playlist,USRC11903813,58HvfVOeJY7lUuCqF0m3ly,https://www.youtube.com/watch?v=Ky1dduzoEe0
The Perfect Girl,Mareux,The Perfect Girl,Nonstop❤️‍🔥❤️‍🔥,Playlist,QZF8N1986577,5RBOcBpJXaNnHCGViJmYhh,https://www.youtube.com/watch?v=zM5ZTpYl8Co
GigaChad Theme - Phonk House Version,g3ox_em,GigaChad Theme (Phonk House Version),Nonstop❤️‍🔥❤️‍🔥,Playlist,QZNWS2230712,7mLWNwcvwRdEviz6SfYp8A,https://www.youtube.com/watch?v=OVh0bMNSFss
Royalty,Egzod,Royalty,Nonstop❤️‍🔥❤️‍🔥,Playlist,GB2LD2110089,7kUljt0NM5sISL3OGNVxYd,https://www.youtube.com/watch?v=tthafU1Ao40
The Perfect Girl,PHARAØH,The Perfect Girl,Nonstop❤️‍🔥❤️‍🔥,Playlist,QZS632336240,2jXeplDXq2tJRlXEW3Boih,https://www.youtube.com/watch?v=hNA51pdcAhQ
Scopin,Kordhell,Scopin,Nonstop❤️‍🔥❤️‍🔥,Playlist,QM4TX2229106,7KmbiagSkUbepU88x7NWjb,https://www.youtube.com/watch?v=KEwe13VIfxk
Blinding Lights,The Weeknd,After Hours,Nonstop❤️‍🔥❤️‍🔥,Playlist,USUG11904206,0VjIjW4GlUZAMYd2vXMi3b,https://www.youtube.com/watch?v=fHI8X4OXluQ
Enemy,Tommee Profitt,Cinematic Songs (Vol. 6),Nonstop❤️‍🔥❤️‍🔥,Playlist,USUG11902929,5X3T8jHNIJSXviiDmiBdz0,https://www.youtube.com/watch?v=kl6btb7HlRw
Dead To Me - Slow + Reverb,Whales,Dead To Me Slow + Reverb,Nonstop❤️‍🔥❤️‍🔥,Playlist,CA5KR2196416,7xnElMPFCmSlMJ0AY2hnxc,https://www.youtube.com/watch?v=dOlzL5pPhkU
"Living Life, In The Night",Cheriimoya,"Living Life, In The Night",Nonstop❤️‍🔥❤️‍🔥,Playlist,DELJ81813146,2kx5sQgmjYug0GiDh1a4sU,https://www.youtube.com/watch?v=m1X_E0TsPVY
Royalty - Wiguez & Alltair Remix,Egzod,Royalty (Wiguez & Alltair Remix),Nonstop❤️‍🔥❤️‍🔥,Playlist,GB2LD2110210,6kl3BgBeYYAUtuxDi5aKQX,https://www.youtube.com/watch?v=2SRSwchkkio
My Love,Lil-K,My Love,Nonstop❤️‍🔥❤️‍🔥,Playlist,GX8KD2394160,69eIYV80zISfItEDE0r0Ui,https://www.youtube.com/watch?v=cDqwjKU7WCg
Murder In My Mind,Kordhell,Murder In My Mind,Nonstop❤️‍🔥❤️‍🔥,Playlist,QM4TW2218315,6qyS9qBy0mEk3qYaH8mPss,https://www.youtube.com/watch?v=w-sQRS-Lc9k
"Living Life, In The Night",T3NZU,"Living Life, In The Night",Nonstop❤️‍🔥❤️‍🔥,Playlist,GB8KE2306695,4i1oS3QbMSCVRXQKHBIF75,https://www.youtube.com/watch?v=ah-UOsEkwB0
Tourner Dans Le Vide,Indila,Mini World,Nonstop❤️‍🔥❤️‍🔥,Playlist,FRUM71400047,1MqzIgGsHP4cNjPboevsfq,https://www.youtube.com/watch?v=F3wpq-i150c
DEMONS IN MY SOUL,SCXR SOUL,DEMONS IN MY SOUL,Nonstop❤️‍🔥❤️‍🔥,Playlist,QMBZ92276058,72iyEnh9p6PoyJoEnAJDjO,https://www.youtube.com/watch?v=Jmx0MQfhrN0
Close Eyes,DVRST,Close Eyes,Nonstop❤️‍🔥❤️‍🔥,Playlist,QZHN82186053,3CLSHJv5aUROAN2vfOyCOh,https://www.youtube.com/watch?v=4UIFRUS0YYY
Dandelions,Ruth B.,Safe Haven,Nonstop❤️‍🔥❤️‍🔥,Playlist,USSM11703468,2eAvDnpXP5W0cVtiI0PUxV,https://www.youtube.com/watch?v=W8a4sUabCUo
SNAP,Rosa Linn,SNAP,Nonstop❤️‍🔥❤️‍🔥,Playlist,USSM12207342,76OGwb5RA9h4FxQPT33ekc,https://www.youtube.com/watch?v=i8um1rusYWE
As It Was,Harry Styles,As It Was,Nonstop❤️‍🔥❤️‍🔥,Playlist,USSM12200612,4LRPiXqCikLlN15c3yImP7,https://www.youtube.com/watch?v=V1Z586zoeeE
As It Was,Harry Styles,As It Was,Nonstop❤️‍🔥❤️‍🔥,Playlist,USSM12200612,4LRPiXqCikLlN15c3yImP7,https://www.youtube.com/watch?v=V1Z586zoeeE
STAY (with Justin Bieber),The Kid LAROI,STAY (with Justin Bieber),Nonstop❤️‍🔥❤️‍🔥,Playlist,USSM12103949,5HCyWlXZPP0y6Gqq8TgA20,https://www.youtube.com/watch?v=Qb8q4ijHk_M
Light It Up,Robin Hustin,Light It Up,Nonstop❤️‍🔥❤️‍🔥,Playlist,GB2LD1800642,6ibayfvVOby1NSKJFohtZp,https://www.youtube.com/watch?v=bdE_SyHad90
Headlights (feat. KIDDO),Alok,Headlights (feat. KIDDO),Nonstop❤️‍🔥❤️‍🔥,Playlist,BCCNG2200023,7BhmwvCdQZNwuQXSHw5TzP,https://www.youtube.com/watch?v=6OhGIif_-R8
All Eyez On Me - Gangsta Remix,DJ Belite,All Eyez On Me (Gangsta Remix),Nonstop❤️‍🔥❤️‍🔥,Playlist,QZ5FN2389911,6hfogGuqhfOcq11ZDjXluc,https://www.youtube.com/watch?v=4rSowvty1RE
Sugar & Brownies,DHARIA,Sugar & Brownies,Nonstop❤️‍🔥❤️‍🔥,Playlist,FR96X1871858,16ih0TTm4REIQuYBMPTHm8,https://www.youtube.com/watch?v=1r3ws7sd9uw
August Diaries,DHARIA,August Diaries,Nonstop❤️‍🔥❤️‍🔥,Playlist,ROTHR2000083,6K6etxmlu4Y7J3dR77MK3N,https://www.youtube.com/watch?v=bzcXJa8gg9c
Moon Rise,Guru Randhawa,Man Of The Moon,Nonstop❤️‍🔥❤️‍🔥,Playlist,INS182202831,3oWv5qDKYN7MH6FdlglMN5,https://www.youtube.com/watch?v=FKjuhmhaRW0
Sickick - Infected - Slowed Reverb,Ishu Music,Sickick - Infected (Slowed Reverb),Nonstop❤️‍🔥❤️‍🔥,Playlist,FRDKW2306499,1NgVVREKe36AO3bIFp2cen,https://www.youtube.com/watch?v=OiMeK0SoGrE
a thousand years,Christina Perri,a thousand years,Nonstop❤️‍🔥❤️‍🔥,Playlist,USAT21102141,6lanRgr6wXibZr8KgzXxBl,https://www.youtube.com/watch?v=NZGHXy1IAHM
Heroes Tonight,Janji,Heroes Tonight,Nonstop❤️‍🔥❤️‍🔥,Playlist,GB2LD0902006,5fOjFkFA0k5MTOo1LmnVTO,https://www.youtube.com/watch?v=3nQNiWdeH2Q
One Love,Shubh,One Love,Nonstop❤️‍🔥❤️‍🔥,Playlist,QMBZ92399156,5ZLkihi6DVsHwDL3B8ym1t,https://www.youtube.com/watch?v=0pWsCiBvLOk
Memory Reboot,VØJ,Memory Reboot,Nonstop❤️‍🔥❤️‍🔥,Playlist,QM4TW2307105,1A7qPfbcyRVEdcZiwTFhZI,https://www.youtube.com/watch?v=wL8DVHuWI7Y
Montagem Mysterious Game,LXNGVX,Montagem Mysterious Game,Nonstop❤️‍🔥❤️‍🔥,Playlist,QZTBF2315869,7vOmSP2647oNUGGEhWd1cr,https://www.youtube.com/watch?v=K_JtQrtztlE
